spp,growth,site,indiv,flow,heigth_cm,diam_mm,collector,collection_date,notes,sampled,date_last_fire,age_yr
acasua,seed,2001f,1,y,93,4.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasua,seed,2001f,2,y,79,2.9,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasua,seed,2001f,3,y,81,3.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acater,seed,2001f,1,n,59,3.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acater,seed,2001f,2,n,49,3.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acater,seed,2001f,3,n,77,4.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001f,1,y,91,4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001f,2,y,77,3.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001f,3,y,92,4.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001f,4,y,74,2.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001f,5,n,66,3.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001f,1,n,52,3.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001f,2,n,58,6.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001f,3,n,45,3.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001f,4,n,44,3.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001f,5,n,52,4.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
aoteri,resp,2001f,1,n,115,3.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
corref,resp,2001f,1,y,87,3.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
corref,resp,2001f,2,y,72,4.9,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
corref,resp,2001f,3,y,52,3.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001f,1,n,50,1.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001f,2,n,50,1.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001f,3,n,57,1.6,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001f,4,n,72,7.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001f,5,n,48,1.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001f,1,n,98,4.6,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001f,2,n,56,2.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001f,3,n,68,3.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001f,4,n,52,2.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001f,5,n,56,3.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001f,1,n,53,2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001f,2,n,61,2.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001f,3,n,66,2.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001f,4,n,50,2.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gomlat,seed,2001f,5,n,55,2.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
leulan,resp,2001f,1,y,122,6.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
leulan,resp,2001f,2,y,130,5.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pimlin,seed,2001f,1,n,96,2.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pimlin,seed,2001f,2,n,83,2.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pimlin,seed,2001f,3,n,98,3.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pimlin,seed,2001f,4,n,78,2.6,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
ricpin,seed,2001f,1,n,86,5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
ricpin,seed,2001f,2,n,25,1.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
ricpin,resp,2001f,1,y,112,4.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,resp,2001f,1,y,42,1.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,resp,2001f,2,y,29,1.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,resp,2001f,1,n,58,2.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,resp,2001f,2,y,63,1.9,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,resp,2001f,3,y,45,1.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,resp,2001f,4,y,49,1.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,resp,2001f,5,n,27,1.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasop,seed,2001E,1,n,40,2.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acasop,seed,2001E,2,n,25,2.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acasop,seed,2001E,3,n,45,2.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acasop,seed,2001E,4,n,20,1.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acasop,seed,2001E,5,n,25,1.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acater,seed,2001E,1,n,55,2.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acater,seed,2001E,2,n,32,2.3,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acater,seed,2001E,3,n,36,2.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acater,seed,2001E,4,n,34,1.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acater,seed,2001E,5,n,74,4.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acauli,seed,2001E,1,n,51,1.6,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acauli,seed,2001E,2,n,30,1.6,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acauli,seed,2001E,3,n,37,0.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acauli,seed,2001E,4,n,32,1.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acauli,seed,2001E,5,n,30,2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
aoteri,resp,2001E,1,n,63,3,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
aoteri,resp,2001E,2,n,80,4.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
aoteri,resp,2001E,3,n,88,3.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
aoteri,resp,2001E,4,n,110,4.4,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
aoteri,resp,2001E,5,n,65,3.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,resp,2001E,1,n,42,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,resp,2001E,2,n,57,4.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,resp,2001E,3,n,52,4.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,resp,2001E,4,n,55,2.3,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,resp,2001E,5,n,53,3.3,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
dilret,seed,2001E,1,n,49,1.6,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
dilret,seed,2001E,2,n,39,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
dilret,seed,2001E,3,n,48,1.6,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
dilret,seed,2001E,4,n,39,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
dilret,seed,2001E,5,n,42,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,resp,2001E,1,n,104,4.4,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,resp,2001E,2,n,92,4.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,resp,2001E,3,n,70,3.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,resp,2001E,4,n,102,4.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,resp,2001E,5,n,130,6.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
monsco?,resp,2001E,1,n,32,2.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
monsco?,resp,2001E,2,n,60,1.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
monsco?,resp,2001E,3,n,35,1.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
monsco?,resp,2001E,4,n,45,2.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
monsco?,resp,2001E,5,n,49,1.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
monsco?,resp,2001E,6,n,49,2.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,seed,2001E,1,n,14,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,seed,2001E,2,n,9.5,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,seed,2001E,3,n,8.5,0.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,seed,2001E,4,n,11.5,0.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,seed,2001E,5,n,9.5,0.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,resp,2001E,1,y,69,2.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,resp,2001E,2,y,55,3.4,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,resp,2001E,3,y,86,3.3,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,resp,2001E,4,y,80,3.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,resp,2001E,5,y,30,4.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
sppC,resp,2001E,1,n,50,3.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
sppC,resp,2001E,2,n,48,3.3,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
sppC,resp,2001E,3,n,58,2.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
sppC,resp,2001E,4,n,65,4.6,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
sppC,resp,2001E,5,n,52,2.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acasop,seed,2001D,1,n,15,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acasop,seed,2001D,2,n,23,1.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acasop,seed,2001D,3,n,16,1.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acasop,seed,2001D,4,n,60,2.6,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acasop,seed,2001D,5,n,77,2.6,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acasop,seed,2001d,1,n,34,2.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasop,seed,2001d,2,n,57,2.9,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasop,seed,2001d,3,n,59,2.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasop,seed,2001d,4,n,50,2.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasop,seed,2001d,5,n,33,2.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasua,seed,2001d,1,n,42,2.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasua,seed,2001d,2,y,83,2.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasua,seed,2001d,3,y,61,2.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasua,seed,2001d,4,y,63,3.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasua,seed,2001d,5,y,72,3.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acasua,seed,2001d,6,y,83,3.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acater,seed,2001d,1,n,126,4.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acater,seed,2001d,2,n,94,4.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acater,seed,2001d,3,n,63,3.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acater,seed,2001d,4,n,54,2.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acater,seed,2001d,5,n,45,2.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acater,seed,2001d,6,n,57,3.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001d,1,n,80,3.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001d,2,y,72,2.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001d,3,y,69,3.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001d,4,n,174,2.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acauli,seed,2001d,5,y,75,3.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001D,1,n,21,1.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acthel,seed,2001D,2,n,9,0.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acthel,seed,2001D,3,n,10,0.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acthel,seed,2001D,4,n,14,1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acthel,seed,2001D,5,n,24,1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
acthel,seed,2001d,1,n,22,1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
acthel,seed,2001d,2,n,16,1.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
aoteri,seed,2001D,1,n,33,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
aoteri,seed,2001D,2,n,36,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
aoteri,seed,2001D,3,n,27.5,1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
aoteri,seed,2001D,4,n,23,0.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
aoteri,resp,2001d,1,n,101,3.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
aoteri,resp,2001d,2,n,76,3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
aoteri,resp,2001d,3,n,82,3.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
aoteri,resp,2001d,4,n,102,4.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
aoteri,seed,2001d,1,n,26,1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
aoteri,seed,2001d,2,n,34,1.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
banser,resp,2001D,1,n,83,6.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
banser,resp,2001D,2,n,97,9.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
banser,resp,2001D,3,n,92,7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
banser,resp,2001D,4,n,42,2.78,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
banser,resp,2001D,5,n,88,6.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
banser,seed,2001D,1,n,6,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
banser,seed,2001D,2,n,6,2.3,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
banser,seed,2001D,3,n,5,2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
banser,seed,2001D,4,n,7,2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
banser,seed,2001D,5,n,6,1.4,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
contax,resp,2001D,1,n,38,2.4,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,resp,2001D,1,n,43,1.6,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,resp,2001D,2,n,40,1.3,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,resp,2001D,3,n,37,1.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,resp,2001D,4,n,17,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,resp,2001D,5,n,50,2.4,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,seed,2001D,1,n,9,1.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,seed,2001D,2,n,9,1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,seed,2001D,3,n,10,0.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,seed,2001D,4,n,12,1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,seed,2001D,5,n,7,0.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
corref,resp,2001d,1,y,42,2.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
corref,resp,2001d,2,y,54,4.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
corref,resp,2001d,3,y,41,2.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
corref,resp,2001d,4,y,41,2.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
corref,seed,2001d,1,n,26,1.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
corref,seed,2001d,2,n,9,1.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001d,1,n,38,1.6,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001d,2,n,45,1.6,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001d,3,n,39,1.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001d,4,n,58,2.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001d,5,n,65,2.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
dilret,seed,2001d,6,n,79,2.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gonteu,seed,2001d,1,n,43,2.4,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gonteu,seed,2001d,2,n,60,2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gonteu,seed,2001d,3,n,43,2.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gonteu,seed,2001d,4,n,42,1.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
gonteu,seed,2001d,5,n,38,1.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
hibobt,resp,2001D,1,n,80,2.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
hibobt,resp,2001D,2,n,22,1.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
hibobt,resp,2001D,3,n,30,2.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
hibobt,resp,2001D,4,n,29,1.6,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
hibobt,resp,2001D,5,n,42,2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
hibobt,seed,2001D,1,n,14.5,0.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
hibobt,seed,2001D,2,n,10.5,0.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
hibobt,seed,2001D,3,n,9.5,0.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
hibobt,seed,2001D,4,n,7,0.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
hibobt,seed,2001D,5,n,17.5,1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,resp,2001D,1,n,26.5,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,resp,2001D,2,n,55,3.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,resp,2001D,3,n,60,2.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,resp,2001D,4,n,30,2.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,resp,2001D,5,n,32,1.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,seed,2001D,1,n,4.5,0.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
leulan,resp,2001d,1,y,87,4.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
leulan,resp,2001d,2,n,64,2.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
leulan,seed,2001d,1,n,6,1.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
omopop,seed,2001D,1,n,17,2.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
perlev,resp,2001d,1,n,59,1.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
perlev,resp,2001d,2,n,86,5.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pimlin,seed,2001D,1,n,34,1.6,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
pimlin,seed,2001D,2,n,27,1.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
pimlin,seed,2001D,3,n,34,1.4,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
pimlin,seed,2001D,4,n,17,0.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
pimlin,seed,2001D,5,n,37,1.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
pimlin,seed,2001d,1,n,82,2.6,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pimlin,seed,2001d,2,n,82,3.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pimlin,seed,2001d,3,n,49,2.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pimlin,seed,2001d,4,n,78,2.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pimlin,seed,2001d,5,n,56,2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pomumb,seed,2001D,1,y,10.5,0.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
pomumb,seed,2001D,2,y,19,0.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
pomumb,seed,2001D,3,y,13,0.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
pomumb,seed,2001D,4,y,16.5,0.85,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
pomumb,seed,2001D,5,y,9,0.8,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
pomumb,seed,2001d,1,y,15,1.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pomumb,seed,2001d,2,y,18,1.6,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pomumb,seed,2001d,3,y,15,1.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pomumb,seed,2001d,4,y,14,1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pomumb,seed,2001d,5,y,14,1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
pomumb,seed,2001d,6,y,32,1.7,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
ricpin,seed,2001D,1,n,15.5,0.95,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,seed,2001D,2,n,15,1.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,seed,2001D,3,n,14.5,0.85,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,seed,2001D,4,n,24.5,1.85,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,seed,2001D,5,n,14,7.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,resp,2001D,1,y,55,3.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,resp,2001D,2,y,55,3.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,resp,2001D,3,y,56,2.7,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,resp,2001D,4,y,68,4.4,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,resp,2001D,5,y,34,2.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
ricpin,resp,2001d,1,y,79,4.1,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
ricpin,resp,2001d,2,y,66,3.9,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
ricpin,resp,2001d,3,n,82,3.9,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
ricpin,resp,2001d,4,y,67,4.8,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
ricpin,seed,2001d,1,n,23,1.5,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
sppB,seed,2001D,1,n,31,1.2,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
sppB,seed,2001D,2,n,14,1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
tetthy,resp,2001d,1,n,43,1.6,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,resp,2001d,2,n,68,2.2,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
tetthy,resp,2001d,3,n,35,1.3,Dan&AnnaMaria,2003-03-14,,,2001-10-15,1.41
trainc,resp,2001D,1,n,8,,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
trainc,resp,2001D,2,n,12,,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
trainc,resp,2001D,3,n,11,,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
trainc,resp,2001D,4,n,35,,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
trainc,resp,2001D,5,n,17,,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
xylpyr,resp,2001D,1,n,81,5.5,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
xylpyr,resp,2001D,2,n,70,5.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
xylpyr,resp,2001D,3,n,77,6,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
xylpyr,resp,2001D,4,n,59,5.9,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
xylpyr,resp,2001D,5,n,72,8.1,Mike&Denise&Dan,2002-10-09,,,2001-10-15,0.98
